,tx_hash,index,token_contract_address,type,raw_amount,dollar_value,token_name,token_dollar_value,raw_amount_diff,dollar_diff
3,0x02a5aed1bec0904ffe147e0e13cb029d4e4790e42dff0bcf5084b56313fd0654,1,0x5fc111f3fa4c6b32eaf65659cfebdeed57234069,Transfer,1.9421147095849414e+21,1177.8867250678331,0xGasless,0.6064969897270203,-1.4776081098219533e+20,-89.61648706032474
4,0x02a5aed1bec0904ffe147e0e13cb029d4e4790e42dff0bcf5084b56313fd0654,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,3.062478532544236,11308.44721895833,WETH,3692.580078125,-0.255431396285172,-943.2008852502768
5,0x02a5aed1bec0904ffe147e0e13cb029d4e4790e42dff0bcf5084b56313fd0654,1,0xeaa63125dd63f10874f99cdbbb18410e7fc79dd3,Transfer,2.94637414594e+23,5927.459524517384,Hemule,0.020117809996008873,0.0,0.0
0,0x02a5aed1bec0904ffe147e0e13cb029d4e4790e42dff0bcf5084b56313fd0654,0,0x5fc111f3fa4c6b32eaf65659cfebdeed57234069,Transfer,2.0898755205671367e+21,1267.5032121281579,0xGasless,0.6064969897270203,,
1,0x02a5aed1bec0904ffe147e0e13cb029d4e4790e42dff0bcf5084b56313fd0654,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,3.317909928829408,12251.648104208607,WETH,3692.580078125,,
2,0x02a5aed1bec0904ffe147e0e13cb029d4e4790e42dff0bcf5084b56313fd0654,0,0xeaa63125dd63f10874f99cdbbb18410e7fc79dd3,Transfer,2.94637414594e+23,5927.459524517384,Hemule,0.020117809996008873,,
9,0x03dd2c8d113eb60e10d571b99a419e4fb7e4f437e803bfb071bce0465e9eb664,3,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,6.356144250175244e+21,3537.276977910814,Monai,0.5565130114555359,-6.152741639046258e+20,-342.4080778253506
10,0x03dd2c8d113eb60e10d571b99a419e4fb7e4f437e803bfb071bce0465e9eb664,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,2.0,7385.16015625,WETH,3692.580078125,0.0,0.0
11,0x03dd2c8d113eb60e10d571b99a419e4fb7e4f437e803bfb071bce0465e9eb664,3,None,Transfer,2e+18,7390.0400390625,Ethereum,3695.02001953125,0.0,0.0
6,0x03dd2c8d113eb60e10d571b99a419e4fb7e4f437e803bfb071bce0465e9eb664,0,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,6.971418414079869e+21,3879.6850557361645,Monai,0.5565130114555359,,
7,0x03dd2c8d113eb60e10d571b99a419e4fb7e4f437e803bfb071bce0465e9eb664,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,2.0,7385.16015625,WETH,3692.580078125,,
8,0x03dd2c8d113eb60e10d571b99a419e4fb7e4f437e803bfb071bce0465e9eb664,0,None,Transfer,2e+18,7390.0400390625,Ethereum,3695.02001953125,,
15,0x04b1c431a72f7641fe176d132b2938dc24ca2ea2d52252df0cffb22ed4013a99,1,0x857ffc55b1aa61a7ff847c82072790cae73cd883,Transfer,1.6056766086587544e+19,2.2997034759131647e-16,None,None,-8.028344162710528e+17,-184.62810976812568
16,0x04b1c431a72f7641fe176d132b2938dc24ca2ea2d52252df0cffb22ed4013a99,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.0,3692.580078125,WETH,3692.580078125,0.0,0.0
17,0x04b1c431a72f7641fe176d132b2938dc24ca2ea2d52252df0cffb22ed4013a99,1,None,Transfer,1e+18,3695.02001953125,Ethereum,3695.02001953125,0.0,0.0
12,0x04b1c431a72f7641fe176d132b2938dc24ca2ea2d52252df0cffb22ed4013a99,0,0x857ffc55b1aa61a7ff847c82072790cae73cd883,Transfer,1.6859600502858596e+19,2.1901942916731105e-16,None,None,,
13,0x04b1c431a72f7641fe176d132b2938dc24ca2ea2d52252df0cffb22ed4013a99,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.0,3692.580078125,WETH,3692.580078125,,
14,0x04b1c431a72f7641fe176d132b2938dc24ca2ea2d52252df0cffb22ed4013a99,0,None,Transfer,1e+18,3695.02001953125,Ethereum,3695.02001953125,,
21,0x054d9a64147c776a19391680e82077d31de60d84ef075f469ff911517556098d,1,0x328a268b191ef593b72498a9e8a481c086eb21be,Transfer,6.494610299798727e+22,18340.51896850881,MetaZero,0.28239598870277405,-5.195620151308551e+21,-1467.2222895528357
22,0x054d9a64147c776a19391680e82077d31de60d84ef075f469ff911517556098d,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.5,12924.0302734375,WETH,3692.580078125,0.0,0.0
23,0x054d9a64147c776a19391680e82077d31de60d84ef075f469ff911517556098d,1,None,Transfer,3.5e+18,12932.570068359375,Ethereum,3695.02001953125,0.0,0.0
18,0x054d9a64147c776a19391680e82077d31de60d84ef075f469ff911517556098d,0,0x328a268b191ef593b72498a9e8a481c086eb21be,Transfer,7.014172314929582e+22,19807.741258061647,MetaZero,0.28239598870277405,,
19,0x054d9a64147c776a19391680e82077d31de60d84ef075f469ff911517556098d,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.5,12924.0302734375,WETH,3692.580078125,,
20,0x054d9a64147c776a19391680e82077d31de60d84ef075f469ff911517556098d,0,None,Transfer,3.5e+18,12932.570068359375,Ethereum,3695.02001953125,,
27,0x067ecb28afdb4ebe732845b9321bd2c815bdda53d3ab137a25c8810c4443dfbf,2,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,7.233929662717932e+22,122976.80771561131,Ribbon Finance,1.7000000476837158,3.9498581419287904e+20,671.4759029622946
28,0x067ecb28afdb4ebe732845b9321bd2c815bdda53d3ab137a25c8810c4443dfbf,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,100037723666.0,99998.50690270917,USDC,0.9996079802513123,0.0,0.0
29,0x067ecb28afdb4ebe732845b9321bd2c815bdda53d3ab137a25c8810c4443dfbf,2,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,100000000000.0,100000.0,Tether,1,0.0,0.0
24,0x067ecb28afdb4ebe732845b9321bd2c815bdda53d3ab137a25c8810c4443dfbf,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,7.194431081298644e+22,122305.33181264902,Ribbon Finance,1.7000000476837158,,
25,0x067ecb28afdb4ebe732845b9321bd2c815bdda53d3ab137a25c8810c4443dfbf,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,100037723666.0,99998.50690270917,USDC,0.9996079802513123,,
26,0x067ecb28afdb4ebe732845b9321bd2c815bdda53d3ab137a25c8810c4443dfbf,0,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,100000000000.0,100000.0,Tether,1,,
33,0x0c31c90ef634e3396fde9640ecc470c502aef98501d287c6a1ddfac982d41113,5,0x3b73e1ae7028627eff071971ed54d789b8f0f3f1,Transfer,7.00561951648169e+31,2.915855691881393e-27,None,None,-7.715558067219355e+31,-224974.53906342955
34,0x0c31c90ef634e3396fde9640ecc470c502aef98501d287c6a1ddfac982d41113,5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,55.32006106868512,204273.7554228851,WETH,3692.580078125,0.0,0.0
35,0x0c31c90ef634e3396fde9640ecc470c502aef98501d287c6a1ddfac982d41113,5,None,Transfer,2e+17,739.00400390625,Ethereum,3695.02001953125,0.0,0.0
30,0x0c31c90ef634e3396fde9640ecc470c502aef98501d287c6a1ddfac982d41113,0,0x3b73e1ae7028627eff071971ed54d789b8f0f3f1,Transfer,1.4721177583701045e+32,1.3876183088033145e-27,None,None,,
31,0x0c31c90ef634e3396fde9640ecc470c502aef98501d287c6a1ddfac982d41113,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,55.32006106868512,204273.7554228851,WETH,3692.580078125,,
32,0x0c31c90ef634e3396fde9640ecc470c502aef98501d287c6a1ddfac982d41113,0,None,Transfer,2e+17,739.00400390625,Ethereum,3695.02001953125,,
39,0x0dd4f1b0148c804994264c891276e69004e1b4bd7bc3a79d24cf496aeafece8c,6,0x4e9fcd48af4738e3bf1382009dc1e93ebfce698f,Transfer,1.0912825701157864e+23,1388.2871535676402,TAO INU,0.012721610255539417,-6.547660324821545e+21,-83.29678273803825
40,0x0dd4f1b0148c804994264c891276e69004e1b4bd7bc3a79d24cf496aeafece8c,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.7,2584.8060546875,WETH,3692.580078125,0.0,0.0
41,0x0dd4f1b0148c804994264c891276e69004e1b4bd7bc3a79d24cf496aeafece8c,6,None,Transfer,7e+17,2586.514013671875,Ethereum,3695.02001953125,0.0,0.0
36,0x0dd4f1b0148c804994264c891276e69004e1b4bd7bc3a79d24cf496aeafece8c,0,0x4e9fcd48af4738e3bf1382009dc1e93ebfce698f,Transfer,1.1567591733640018e+23,1471.5839363056784,TAO INU,0.012721610255539417,,
37,0x0dd4f1b0148c804994264c891276e69004e1b4bd7bc3a79d24cf496aeafece8c,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.7,2584.8060546875,WETH,3692.580078125,,
38,0x0dd4f1b0148c804994264c891276e69004e1b4bd7bc3a79d24cf496aeafece8c,0,None,Transfer,7e+17,2586.514013671875,Ethereum,3695.02001953125,,
45,0x10b69b51cb0ffe7e4ac414e7df9a91dab9ea9fb0c41b4be44782693aa887d37d,2,0x857ffc55b1aa61a7ff847c82072790cae73cd883,Transfer,2.5129298742316417e+19,2.204148302738084e-16,None,None,-1.507757573950804e+18,-332.33212975641555
46,0x10b69b51cb0ffe7e4ac414e7df9a91dab9ea9fb0c41b4be44782693aa887d37d,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.5,5538.8701171875,WETH,3692.580078125,0.0,0.0
47,0x10b69b51cb0ffe7e4ac414e7df9a91dab9ea9fb0c41b4be44782693aa887d37d,2,None,Transfer,1.5e+18,5542.530029296875,Ethereum,3695.02001953125,0.0,0.0
42,0x10b69b51cb0ffe7e4ac414e7df9a91dab9ea9fb0c41b4be44782693aa887d37d,0,0x857ffc55b1aa61a7ff847c82072790cae73cd883,Transfer,2.663705631626722e+19,2.079385218630528e-16,None,None,,
43,0x10b69b51cb0ffe7e4ac414e7df9a91dab9ea9fb0c41b4be44782693aa887d37d,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.5,5538.8701171875,WETH,3692.580078125,,
44,0x10b69b51cb0ffe7e4ac414e7df9a91dab9ea9fb0c41b4be44782693aa887d37d,0,None,Transfer,1.5e+18,5542.530029296875,Ethereum,3695.02001953125,,
51,0x110ef6a81af6ca9de842f567aad787d4d19cdf263bf05bbb72ecf770182d5c23,2,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,3.928441247820664e+22,66783.50308617804,Ribbon Finance,1.7000000476837158,-2.009874521588404e+21,-3416.7867825385765
52,0x110ef6a81af6ca9de842f567aad787d4d19cdf263bf05bbb72ecf770182d5c23,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,57179416229.0,57157.00076861979,USDC,0.9996079802513123,0.0,0.0
53,0x110ef6a81af6ca9de842f567aad787d4d19cdf263bf05bbb72ecf770182d5c23,2,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,57169193677.0,57169.193677,Tether,1,0.0,0.0
48,0x110ef6a81af6ca9de842f567aad787d4d19cdf263bf05bbb72ecf770182d5c23,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,4.129428699979504e+22,70200.28986871662,Ribbon Finance,1.7000000476837158,,
49,0x110ef6a81af6ca9de842f567aad787d4d19cdf263bf05bbb72ecf770182d5c23,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,57179416229.0,57157.00076861979,USDC,0.9996079802513123,,
50,0x110ef6a81af6ca9de842f567aad787d4d19cdf263bf05bbb72ecf770182d5c23,0,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,57169193677.0,57169.193677,Tether,1,,
58,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,3,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,1.5978591286775704e+22,27163.6059494373,Ribbon Finance,1.7000000476837158,0.0,0.0
59,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,17856519965.0,17849.519856530882,USDC,0.9996079802513123,-506502516.0,-506.3039570109686
60,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,4.645089309380243,17152.3642449289,WETH,3692.580078125,-0.13174462097929407,-486.4775628282696
61,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,3,None,Transfer,4.645089309380242e+18,17163.697990670586,Ethereum,3695.02001953125,-1.317446209792942e+17,-486.79901198404696
54,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,1.5978591286775704e+22,27163.6059494373,Ribbon Finance,1.7000000476837158,,
55,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,18363022481.0,18355.82381354185,USDC,0.9996079802513123,,
56,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,4.776833930359537,17638.84180775717,WETH,3692.580078125,,
57,0x118676cafaf6134b1d33f524d45e4984a6dc9f1e817609523e2e75a3ec327515,0,None,Transfer,4.776833930359537e+18,17650.497002654633,Ethereum,3695.02001953125,,
66,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,4,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,2.6955436037064643e+22,45824.242548345246,Ribbon Finance,1.7000000476837158,-1.014205340708061e+21,-1724.1491275647786
67,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,32493073699.0,32480.335772414426,USDC,0.9996079802513123,-315016.0,-0.3148925075074658
68,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,10.0,36925.80078125,WETH,3692.580078125,0.0,0.0
69,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,4,None,Transfer,1e+19,36950.2001953125,Ethereum,3695.02001953125,0.0,0.0
62,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,2.7969641377772704e+22,47548.391675910025,Ribbon Finance,1.7000000476837158,,
63,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,32493388715.0,32480.650664921934,USDC,0.9996079802513123,,
64,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,10.0,36925.80078125,WETH,3692.580078125,,
65,0x1237263af074ecda6a6329f59aaf62148038ca8b41aca4a9348e0699ab1491a1,0,None,Transfer,1e+19,36950.2001953125,Ethereum,3695.02001953125,,
73,0x124213ce582eac769d8fecde46154dffd81fef4e081d3d211032c7265c412e7e,2,0x40a7df3df8b56147b781353d379cb960120211d7,Transfer,4.523208188750709e+21,5427.850042184225,Moby,1.2000000476837158,-5.0257836779120414e+20,-603.0940653142488
74,0x124213ce582eac769d8fecde46154dffd81fef4e081d3d211032c7265c412e7e,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,2.0,7385.16015625,WETH,3692.580078125,0.0,0.0
75,0x124213ce582eac769d8fecde46154dffd81fef4e081d3d211032c7265c412e7e,2,None,Transfer,2e+18,7390.0400390625,Ethereum,3695.02001953125,0.0,0.0
70,0x124213ce582eac769d8fecde46154dffd81fef4e081d3d211032c7265c412e7e,0,0x40a7df3df8b56147b781353d379cb960120211d7,Transfer,5.025786556541913e+21,6030.944107498473,Moby,1.2000000476837158,,
71,0x124213ce582eac769d8fecde46154dffd81fef4e081d3d211032c7265c412e7e,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,2.0,7385.16015625,WETH,3692.580078125,,
72,0x124213ce582eac769d8fecde46154dffd81fef4e081d3d211032c7265c412e7e,0,None,Transfer,2e+18,7390.0400390625,Ethereum,3695.02001953125,,
79,0x14484a0e49e92c54543847bc285d75aedd8e5b5b4e389615525918264f088963,1,0x710287d1d39dcf62094a83ebb3e736e79400068a,Transfer,1.66655e+23,7112.522334810346,enqAI,0.042678121477365494,0.0,0.0
80,0x14484a0e49e92c54543847bc285d75aedd8e5b5b4e389615525918264f088963,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,4.93318814656124,18216.192271634427,WETH,3692.580078125,-0.1375719750035138,-507.99553420628945
81,0x14484a0e49e92c54543847bc285d75aedd8e5b5b4e389615525918264f088963,1,None,Transfer,4.93318814656124e+18,18228.228961658046,Ethereum,3695.02001953125,-1.3757197500351386e+17,-508.3312017644348
76,0x14484a0e49e92c54543847bc285d75aedd8e5b5b4e389615525918264f088963,0,0x710287d1d39dcf62094a83ebb3e736e79400068a,Transfer,1.66655e+23,7112.522334810346,enqAI,0.042678121477365494,,
77,0x14484a0e49e92c54543847bc285d75aedd8e5b5b4e389615525918264f088963,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,5.070760121564754,18724.187805840716,WETH,3692.580078125,,
78,0x14484a0e49e92c54543847bc285d75aedd8e5b5b4e389615525918264f088963,0,None,Transfer,5.070760121564754e+18,18736.56016342248,Ethereum,3695.02001953125,,
85,0x153a70478d17e082740c30f9d5d20fbca5d298c34cc4581e2eecb6163213eebc,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.3,1107.7740234375,WETH,3692.580078125,0.0,0.0
86,0x153a70478d17e082740c30f9d5d20fbca5d298c34cc4581e2eecb6163213eebc,1,0xf83a3233e78c7e1c6bdd0a5fea0b1f00c00e7623,Transfer,65480577672610.0,1.691759698541684e-11,None,None,-9506967959917398.0,-160835.05249915304
87,0x153a70478d17e082740c30f9d5d20fbca5d298c34cc4581e2eecb6163213eebc,1,None,Transfer,3e+17,1108.506005859375,Ethereum,3695.02001953125,0.0,0.0
82,0x153a70478d17e082740c30f9d5d20fbca5d298c34cc4581e2eecb6163213eebc,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.3,1107.7740234375,WETH,3692.580078125,,
83,0x153a70478d17e082740c30f9d5d20fbca5d298c34cc4581e2eecb6163213eebc,0,0xf83a3233e78c7e1c6bdd0a5fea0b1f00c00e7623,Transfer,9572448537590008.0,1.1572525243540217e-13,None,None,,
84,0x153a70478d17e082740c30f9d5d20fbca5d298c34cc4581e2eecb6163213eebc,0,None,Transfer,3e+17,1108.506005859375,Ethereum,3695.02001953125,,
92,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,1,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,3.2352432066942795e+22,54999.136056486925,Ribbon Finance,1.7000000476837158,-3.911206673516224e+21,-6649.05153147845
93,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,50411773085.0,50392.01067438431,USDC,0.9996079802513123,0.0,0.0
94,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,13.0,48003.541015625,WETH,3692.580078125,0.0,0.0
95,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,1,None,Transfer,1.3e+19,48035.26025390625,Ethereum,3695.02001953125,0.0,0.0
88,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,3.626363874045902e+22,61648.187587965374,Ribbon Finance,1.7000000476837158,,
89,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,50411773085.0,50392.01067438431,USDC,0.9996079802513123,,
90,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,13.0,48003.541015625,WETH,3692.580078125,,
91,0x1583906e0ce7e381e963582934a6b2a87c8df66adbd6c5dc6db28daeef5c47fe,0,None,Transfer,1.3e+19,48035.26025390625,Ethereum,3695.02001953125,,
99,0x181a0564289b631125aca03b32bfae8725a4f4a13264fc5c52c8c5346bd8352e,4,0x19efa7d0fc88ffe461d1091f8cbe56dc2708a84f,Transfer,3.722857895036172e+21,150.34225041171283,UNITAO,0.040383558720350266,-2.429119193301314e+21,-98.0964775814135
100,0x181a0564289b631125aca03b32bfae8725a4f4a13264fc5c52c8c5346bd8352e,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,6.628696689867715,24476.993340938654,WETH,3692.580078125,0.0,0.0
101,0x181a0564289b631125aca03b32bfae8725a4f4a13264fc5c52c8c5346bd8352e,4,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,25000216423.0,25000.216423,Tether,1,0.0,0.0
96,0x181a0564289b631125aca03b32bfae8725a4f4a13264fc5c52c8c5346bd8352e,0,0x19efa7d0fc88ffe461d1091f8cbe56dc2708a84f,Transfer,6.151977088337486e+21,248.43872799312632,UNITAO,0.040383558720350266,,
97,0x181a0564289b631125aca03b32bfae8725a4f4a13264fc5c52c8c5346bd8352e,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,6.628696689867715,24476.993340938654,WETH,3692.580078125,,
98,0x181a0564289b631125aca03b32bfae8725a4f4a13264fc5c52c8c5346bd8352e,0,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,25000216423.0,25000.216423,Tether,1,,
105,0x18c635e257d2461c6add3ab45b0870bbe3b16eb3ae0cc4d0a165125dd1232677,1,0xb8a87405d9a4f2f866319b77004e88dff66c0d92,Transfer,9.227802744392972e+23,4898.8098608574755,Sora AI,0.005308750085532665,0.0,0.0
106,0x18c635e257d2461c6add3ab45b0870bbe3b16eb3ae0cc4d0a165125dd1232677,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.5678753611440372,9482.085401668513,WETH,3692.580078125,-0.12839359827575603,-474.1036431518405
107,0x18c635e257d2461c6add3ab45b0870bbe3b16eb3ae0cc4d0a165125dd1232677,1,None,Transfer,2.5678753611440374e+18,9488.350867088257,Ethereum,3695.02001953125,-1.2839359827575603e+17,-474.416916008573
102,0x18c635e257d2461c6add3ab45b0870bbe3b16eb3ae0cc4d0a165125dd1232677,0,0xb8a87405d9a4f2f866319b77004e88dff66c0d92,Transfer,9.227802744392972e+23,4898.8098608574755,Sora AI,0.005308750085532665,,
103,0x18c635e257d2461c6add3ab45b0870bbe3b16eb3ae0cc4d0a165125dd1232677,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.6962689594197933,9956.189044820354,WETH,3692.580078125,,
104,0x18c635e257d2461c6add3ab45b0870bbe3b16eb3ae0cc4d0a165125dd1232677,0,None,Transfer,2.6962689594197934e+18,9962.76778309683,Ethereum,3695.02001953125,,
111,0x18cac731f1826133592d3274ee11e6ceca8d783dafebf84d0d9075c6de659c0c,2,0x78132543d8e20d2417d8a07d9ae199d458a0d581,Transfer,4.2896304531932644e+29,5004.2827673574775,Luna Inu,0.00000001166599972179938,0.0,0.0
112,0x18cac731f1826133592d3274ee11e6ceca8d783dafebf84d0d9075c6de659c0c,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.729463046774473,10078.760870497785,WETH,3692.580078125,-0.05458923953864048,-201.5751384003779
113,0x18cac731f1826133592d3274ee11e6ceca8d783dafebf84d0d9075c6de659c0c,2,None,Transfer,2.729463046774473e+18,10085.420600402438,Ethereum,3695.02001953125,-5.458923953864038e+16,-201.7083329462639
108,0x18cac731f1826133592d3274ee11e6ceca8d783dafebf84d0d9075c6de659c0c,0,0x78132543d8e20d2417d8a07d9ae199d458a0d581,Transfer,4.2896304531932644e+29,5004.2827673574775,Luna Inu,0.00000001166599972179938,,
109,0x18cac731f1826133592d3274ee11e6ceca8d783dafebf84d0d9075c6de659c0c,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.7840522863131136,10280.336008898163,WETH,3692.580078125,,
110,0x18cac731f1826133592d3274ee11e6ceca8d783dafebf84d0d9075c6de659c0c,0,None,Transfer,2.7840522863131136e+18,10287.128933348702,Ethereum,3695.02001953125,,
116,0x1d48a66765c9bbe41f1431c6f90a430269bbb16186d78b4a5a9526c931643f53,6,0x51940e2d6120b84912a656e9ba489d4a6f43d5d1,Transfer,7614045145023769.0,1.1210345198305372e-13,None,None,-2284136724273499.0,-256.0596115923238
117,0x1d48a66765c9bbe41f1431c6f90a430269bbb16186d78b4a5a9526c931643f53,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,0.23115564896439356,853.5607443119754,WETH,3692.580078125,0.0,0.0
114,0x1d48a66765c9bbe41f1431c6f90a430269bbb16186d78b4a5a9526c931643f53,0,0x51940e2d6120b84912a656e9ba489d4a6f43d5d1,Transfer,9898181869297268.0,8.623409385511471e-14,None,None,,
115,0x1d48a66765c9bbe41f1431c6f90a430269bbb16186d78b4a5a9526c931643f53,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,0.23115564896439356,853.5607443119754,WETH,3692.580078125,,
121,0x1f514126ec169ed0327cf1702db5bc7225ea6023d617facb0d23605e4e7502b5,1,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,Transfer,2.6962338300570087e+21,19331.99676721507,Frax Share,7.170000076293945,0.0,0.0
122,0x1f514126ec169ed0327cf1702db5bc7225ea6023d617facb0d23605e4e7502b5,1,0x853d955acef822db058eb8505911ed77f175b99e,Transfer,4.941815602184776e+21,4925.265431212431,Frax,0.9966509938240051,-2.1418635779951297e+20,-213.46904636442923
123,0x1f514126ec169ed0327cf1702db5bc7225ea6023d617facb0d23605e4e7502b5,1,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,21124343842.0,21124.343842,Tether,1,-213373038.0,-213.37303800000154
118,0x1f514126ec169ed0327cf1702db5bc7225ea6023d617facb0d23605e4e7502b5,0,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,Transfer,2.6962338300570087e+21,19331.99676721507,Frax Share,7.170000076293945,,
119,0x1f514126ec169ed0327cf1702db5bc7225ea6023d617facb0d23605e4e7502b5,0,0x853d955acef822db058eb8505911ed77f175b99e,Transfer,5.156001959984289e+21,5138.734477576861,Frax,0.9966509938240051,,
